SUBJECTID,age,emotion,ACTOR,presentNumber,meanAmpNC
01,olderAgeGroup,A,2,7,6.387
01,olderAgeGroup,A,2,8,3.929
01,olderAgeGroup,A,2,9,14.126
01,olderAgeGroup,A,2,10,6.568
01,olderAgeGroup,A,3,1,-9.782
01,olderAgeGroup,A,3,2,-15.328
01,olderAgeGroup,A,3,3,0.437
01,olderAgeGroup,A,3,4,-7.966
01,olderAgeGroup,A,3,5,-0.485
01,olderAgeGroup,A,3,6,-7.224
01,olderAgeGroup,A,3,7,4.268
01,olderAgeGroup,A,3,8,-1.96
01,olderAgeGroup,A,3,9,-5.289
01,olderAgeGroup,A,3,10,3.11
01,olderAgeGroup,A,4,1,-7.329
01,olderAgeGroup,A,4,2,-14.482
01,olderAgeGroup,A,4,3,2.174
01,olderAgeGroup,A,4,4,4.658
01,olderAgeGroup,A,4,5,-0.558
01,olderAgeGroup,A,4,6,4.82
01,olderAgeGroup,A,4,7,6.097
01,olderAgeGroup,A,4,8,-0.205
01,olderAgeGroup,A,4,9,1.012
01,olderAgeGroup,A,4,10,17.197
01,olderAgeGroup,A,5,1,6.437
01,olderAgeGroup,A,5,2,-8.521
01,olderAgeGroup,A,5,3,8.845
01,olderAgeGroup,A,5,4,3.87
01,olderAgeGroup,A,5,5,8.044
01,olderAgeGroup,A,5,6,-1.789
01,olderAgeGroup,A,5,7,2.433
01,olderAgeGroup,A,5,8,14.759
01,olderAgeGroup,A,5,9,24.404
01,olderAgeGroup,A,5,10,19.686
02,olderAgeGroup,B,1,1,-34.536
02,olderAgeGroup,B,1,2,-32.079
02,olderAgeGroup,B,1,3,-26.689
02,olderAgeGroup,B,1,4,-26.951
02,olderAgeGroup,B,1,5,-38.01
02,olderAgeGroup,B,1,6,-27.167
02,olderAgeGroup,B,1,7,-23.235
02,olderAgeGroup,B,1,8,-24.098
02,olderAgeGroup,B,1,9,-20.519
02,olderAgeGroup,B,1,10,-18.738
02,olderAgeGroup,B,2,1,-17.418
02,olderAgeGroup,B,2,2,-15.421
02,olderAgeGroup,B,2,3,-0.285
02,olderAgeGroup,B,2,4,-9.221
02,olderAgeGroup,B,2,5,-14.641
02,olderAgeGroup,B,2,6,-2.405
02,olderAgeGroup,B,2,7,3.877
02,olderAgeGroup,B,2,8,-8.449
02,olderAgeGroup,B,2,9,-12.248
02,olderAgeGroup,B,2,10,-4.987
02,olderAgeGroup,B,3,1,-26.282
02,olderAgeGroup,B,3,2,-19.238
02,olderAgeGroup,B,3,3,-13.82
02,olderAgeGroup,B,3,4,-14.448
02,olderAgeGroup,B,3,5,-18.325
02,olderAgeGroup,B,3,6,-27.788
02,olderAgeGroup,B,3,7,-6.133
02,olderAgeGroup,B,3,8,-5.026
02,olderAgeGroup,B,3,9,-13.011
02,olderAgeGroup,B,3,10,-7.758
02,olderAgeGroup,B,4,1,-7.123
02,olderAgeGroup,B,4,2,-19.948
02,olderAgeGroup,B,4,3,-6.269
02,olderAgeGroup,B,4,4,-12.8
02,olderAgeGroup,B,4,5,-12.496
02,olderAgeGroup,B,4,6,-16.519
02,olderAgeGroup,B,4,7,-19.464
02,olderAgeGroup,B,4,8,-4.059
02,olderAgeGroup,B,4,9,-5.124
02,olderAgeGroup,B,4,10,-2.696
02,olderAgeGroup,B,5,1,-12.131
02,olderAgeGroup,B,5,2,-19.87
02,olderAgeGroup,B,5,3,-8.907
02,olderAgeGroup,B,5,4,-6.592
02,olderAgeGroup,B,5,5,-3.701
02,olderAgeGroup,B,5,6,-8.307
02,olderAgeGroup,B,5,7,4.544
02,olderAgeGroup,B,5,8,4.794
02,olderAgeGroup,B,5,9,-7.885
02,olderAgeGroup,B,5,10,-10.939
02,olderAgeGroup,A,1,1,-23.778
02,olderAgeGroup,A,1,2,-24.918
02,olderAgeGroup,A,1,3,-37.315
02,olderAgeGroup,A,1,4,-27.411
02,olderAgeGroup,A,1,5,-29.016
02,olderAgeGroup,A,1,6,-20.831
02,olderAgeGroup,A,1,7,-24.373
02,olderAgeGroup,A,1,8,-32.8
02,olderAgeGroup,A,1,9,-23.765
02,olderAgeGroup,A,1,10,-23.843
02,olderAgeGroup,A,2,1,-12.241
02,olderAgeGroup,A,2,2,-9.751
02,olderAgeGroup,A,2,3,-16.963
02,olderAgeGroup,A,2,4,-12.527
02,olderAgeGroup,A,2,5,-12.027
02,olderAgeGroup,A,2,6,-5.124
02,olderAgeGroup,A,2,7,0.39
02,olderAgeGroup,A,2,8,3.574
02,olderAgeGroup,A,2,9,4.148
02,olderAgeGroup,A,2,10,-2.386
02,olderAgeGroup,A,3,1,-16.383
02,olderAgeGroup,A,3,2,-22.033
02,olderAgeGroup,A,3,3,-22.343
02,olderAgeGroup,A,3,4,-22.871
02,olderAgeGroup,A,3,5,-7.455
02,olderAgeGroup,A,3,6,-17.059
02,olderAgeGroup,A,3,7,-15.815
02,olderAgeGroup,A,3,8,-10.175
02,olderAgeGroup,A,3,9,-10.354
02,olderAgeGroup,A,3,10,-2.893
02,olderAgeGroup,A,4,1,-9.867
02,olderAgeGroup,A,4,2,-16.14
02,olderAgeGroup,A,4,3,-23.86
02,olderAgeGroup,A,4,4,-4.24
02,olderAgeGroup,A,4,5,-4.255
02,olderAgeGroup,A,4,6,-9.465
02,olderAgeGroup,A,4,7,-4.656
02,olderAgeGroup,A,4,8,8.197
02,olderAgeGroup,A,4,9,-3.137
02,olderAgeGroup,A,4,10,-10.387
02,olderAgeGroup,A,5,1,-11.188
02,olderAgeGroup,A,5,2,-12.465
02,olderAgeGroup,A,5,3,-10.116
02,olderAgeGroup,A,5,4,5.321
02,olderAgeGroup,A,5,5,3.782
02,olderAgeGroup,A,5,6,-11.06
02,olderAgeGroup,A,5,7,-1.106
02,olderAgeGroup,A,5,8,3.958
02,olderAgeGroup,A,5,9,4.305
02,olderAgeGroup,A,5,10,-2.059
03,olderAgeGroup,B,1,1,7.707
03,olderAgeGroup,B,1,2,-1.292
03,olderAgeGroup,B,1,3,9.914
03,olderAgeGroup,B,1,4,5.645
03,olderAgeGroup,B,1,5,15.454
03,olderAgeGroup,B,1,6,-3.3
03,olderAgeGroup,B,1,7,8.555
03,olderAgeGroup,B,1,8,16.885
03,olderAgeGroup,B,1,9,3.39
03,olderAgeGroup,B,1,10,4.215
03,olderAgeGroup,B,2,1,8.879
03,olderAgeGroup,B,2,2,22.876
03,olderAgeGroup,B,2,3,20.161
03,olderAgeGroup,B,2,4,18.967
03,olderAgeGroup,B,2,5,13.077
03,olderAgeGroup,B,2,6,25.997
03,olderAgeGroup,B,2,7,21.563
03,olderAgeGroup,B,2,8,23.257
03,olderAgeGroup,B,2,9,25.502
03,olderAgeGroup,B,2,10,26.727
03,olderAgeGroup,B,3,1,5.067
03,olderAgeGroup,B,3,2,9.855
03,olderAgeGroup,B,3,3,11.039
03,olderAgeGroup,B,3,4,8.373
03,olderAgeGroup,B,3,5,22.779
03,olderAgeGroup,B,3,6,15.88
03,olderAgeGroup,B,3,7,6.21
03,olderAgeGroup,B,3,8,18.095
03,olderAgeGroup,B,3,9,15.493
03,olderAgeGroup,B,3,10,15.347
03,olderAgeGroup,B,4,1,13.783
03,olderAgeGroup,B,4,2,11.496
03,olderAgeGroup,B,4,3,19.063
03,olderAgeGroup,B,4,4,14.144
03,olderAgeGroup,B,4,5,10.892
03,olderAgeGroup,B,4,6,30.683
03,olderAgeGroup,B,4,7,23.349
03,olderAgeGroup,B,4,8,32.942
03,olderAgeGroup,B,4,9,24.876
03,olderAgeGroup,B,4,10,28.776
03,olderAgeGroup,B,5,1,13.119
03,olderAgeGroup,B,5,2,24.202
03,olderAgeGroup,B,5,3,29.087
03,olderAgeGroup,B,5,4,30.436
03,olderAgeGroup,B,5,5,14.976
03,olderAgeGroup,B,5,6,23.78
03,olderAgeGroup,B,5,7,23.701
03,olderAgeGroup,B,5,8,32.578
03,olderAgeGroup,B,5,9,32.99
03,olderAgeGroup,B,5,10,41.103
03,olderAgeGroup,A,1,1,3.73
03,olderAgeGroup,A,1,2,-2.695
03,olderAgeGroup,A,1,3,1.393
03,olderAgeGroup,A,1,4,12
03,olderAgeGroup,A,1,5,10.554
03,olderAgeGroup,A,1,6,1.756
03,olderAgeGroup,A,1,7,9.836
03,olderAgeGroup,A,1,8,6.939
03,olderAgeGroup,A,1,9,16.588
03,olderAgeGroup,A,1,10,7.868
03,olderAgeGroup,A,2,1,15.44
03,olderAgeGroup,A,2,2,12.584
03,olderAgeGroup,A,2,3,23.023
03,olderAgeGroup,A,2,4,29.878
03,olderAgeGroup,A,2,5,20.297
03,olderAgeGroup,A,2,6,26.469
03,olderAgeGroup,A,2,7,25.01
03,olderAgeGroup,A,2,8,28.532
03,olderAgeGroup,A,2,9,22.102
03,olderAgeGroup,A,2,10,33.374
03,olderAgeGroup,A,3,1,10.724
03,olderAgeGroup,A,3,2,13.891
03,olderAgeGroup,A,3,3,8.292
03,olderAgeGroup,A,3,4,12.064
03,olderAgeGroup,A,3,5,6.563
03,olderAgeGroup,A,3,6,14.434
03,olderAgeGroup,A,3,7,15.302
03,olderAgeGroup,A,3,8,11.876
03,olderAgeGroup,A,3,9,22.065
03,olderAgeGroup,A,3,10,10.65
03,olderAgeGroup,A,4,1,22.112
03,olderAgeGroup,A,4,2,9.899
03,olderAgeGroup,A,4,3,10.462
03,olderAgeGroup,A,4,4,14.409
03,olderAgeGroup,A,4,5,17.912
03,olderAgeGroup,A,4,6,16.15
03,olderAgeGroup,A,4,7,29.428
03,olderAgeGroup,A,4,8,29.146
03,olderAgeGroup,A,4,9,34.457
03,olderAgeGroup,A,4,10,22.758
03,olderAgeGroup,A,5,1,21.31
03,olderAgeGroup,A,5,2,15.871
03,olderAgeGroup,A,5,3,24.637
03,olderAgeGroup,A,5,4,22.488
03,olderAgeGroup,A,5,5,26.446
03,olderAgeGroup,A,5,6,33.016
03,olderAgeGroup,A,5,7,29.711
03,olderAgeGroup,A,5,8,36.231
03,olderAgeGroup,A,5,9,35.962
03,olderAgeGroup,A,5,10,42.466
04,youngerAgeGroup,B,1,1,-13.012
04,youngerAgeGroup,B,1,2,-15.297
04,youngerAgeGroup,B,1,3,-20.837
04,youngerAgeGroup,B,1,4,-9.15
04,youngerAgeGroup,B,1,5,-11.922
04,youngerAgeGroup,B,1,6,-8.734
04,youngerAgeGroup,B,1,7,1.619
04,youngerAgeGroup,B,1,8,-17.877
04,youngerAgeGroup,B,1,9,-8.598
04,youngerAgeGroup,B,1,10,-9.297
04,youngerAgeGroup,B,2,1,-8.491
04,youngerAgeGroup,B,2,2,8.327
04,youngerAgeGroup,B,2,3,-0.719
04,youngerAgeGroup,B,2,4,-0.504
04,youngerAgeGroup,B,2,5,7.759
04,youngerAgeGroup,B,2,6,7.82
04,youngerAgeGroup,B,2,7,0.551
04,youngerAgeGroup,B,2,8,10.153
04,youngerAgeGroup,B,2,9,13.851
04,youngerAgeGroup,B,2,10,12.532
04,youngerAgeGroup,B,3,1,-9.463
04,youngerAgeGroup,B,3,2,-11.18
04,youngerAgeGroup,B,3,3,-22.052
04,youngerAgeGroup,B,3,4,2.131
04,youngerAgeGroup,B,3,5,-3.58
04,youngerAgeGroup,B,3,6,-13.351
04,youngerAgeGroup,B,3,7,-2.256
04,youngerAgeGroup,B,3,8,8.372
04,youngerAgeGroup,B,3,9,-6.481
04,youngerAgeGroup,B,3,10,3.761
04,youngerAgeGroup,B,4,1,-6.593
04,youngerAgeGroup,B,4,2,-8.823
04,youngerAgeGroup,B,4,3,-3.567
04,youngerAgeGroup,B,4,4,14.656
04,youngerAgeGroup,B,4,5,2.388
04,youngerAgeGroup,B,4,6,-9.771
04,youngerAgeGroup,B,4,7,5.226
04,youngerAgeGroup,B,4,8,-0.038
04,youngerAgeGroup,B,4,9,16.048
04,youngerAgeGroup,B,4,10,12.146
04,youngerAgeGroup,B,5,1,2.351
04,youngerAgeGroup,B,5,2,3.861
04,youngerAgeGroup,B,5,3,3.914
04,youngerAgeGroup,B,5,4,2.762
04,youngerAgeGroup,B,5,5,7.967
04,youngerAgeGroup,B,5,6,1.33
04,youngerAgeGroup,B,5,7,10.009
04,youngerAgeGroup,B,5,8,19.028
04,youngerAgeGroup,B,5,9,12.288
04,youngerAgeGroup,B,5,10,25.707
04,youngerAgeGroup,A,1,1,-14.763
04,youngerAgeGroup,A,1,2,-10.104
04,youngerAgeGroup,A,1,3,-15.758
04,youngerAgeGroup,A,1,4,-0.494
04,youngerAgeGroup,A,1,5,-23.983
04,youngerAgeGroup,A,1,6,-15.07
04,youngerAgeGroup,A,1,7,-10.053
04,youngerAgeGroup,A,1,8,-6.857
04,youngerAgeGroup,A,1,9,-8.387
04,youngerAgeGroup,A,1,10,2.871
04,youngerAgeGroup,A,2,1,-4.223
04,youngerAgeGroup,A,2,2,3.651
04,youngerAgeGroup,A,2,3,4.539
04,youngerAgeGroup,A,2,4,-1.528
04,youngerAgeGroup,A,2,5,3.28
04,youngerAgeGroup,A,2,6,15.417
04,youngerAgeGroup,A,2,7,14.125
04,youngerAgeGroup,A,2,8,7.778
04,youngerAgeGroup,A,2,9,14.156
04,youngerAgeGroup,A,2,10,11.852
04,youngerAgeGroup,A,3,1,-10.215
04,youngerAgeGroup,A,3,2,-16.222
04,youngerAgeGroup,A,3,3,-10.266
04,youngerAgeGroup,A,3,4,-1.216
04,youngerAgeGroup,A,3,5,-3.994
04,youngerAgeGroup,A,3,6,-4.984
04,youngerAgeGroup,A,3,7,6.931
04,youngerAgeGroup,A,3,8,-0.282
04,youngerAgeGroup,A,3,9,9.826
04,youngerAgeGroup,A,3,10,9.242
04,youngerAgeGroup,A,4,1,-10.854
04,youngerAgeGroup,A,4,2,11.575
04,youngerAgeGroup,A,4,3,-6.368
04,youngerAgeGroup,A,4,4,-1.273
04,youngerAgeGroup,A,4,5,-0.855
04,youngerAgeGroup,A,4,6,8.581
04,youngerAgeGroup,A,4,7,15.808
04,youngerAgeGroup,A,4,8,4.355
04,youngerAgeGroup,A,4,9,17.859
04,youngerAgeGroup,A,4,10,4.496
04,youngerAgeGroup,A,5,1,5.596
04,youngerAgeGroup,A,5,2,1.001
04,youngerAgeGroup,A,5,3,7.022
04,youngerAgeGroup,A,5,4,4.988
04,youngerAgeGroup,A,5,5,7.184
04,youngerAgeGroup,A,5,6,11.467
04,youngerAgeGroup,A,5,7,3.283
04,youngerAgeGroup,A,5,8,13.135
04,youngerAgeGroup,A,5,9,21.922
04,youngerAgeGroup,A,5,10,11.695
05,olderAgeGroup,B,1,1,-34.984
05,olderAgeGroup,B,1,2,-24.884
05,olderAgeGroup,B,1,3,-31.016
05,olderAgeGroup,B,1,4,-22.627
05,olderAgeGroup,B,1,5,-21.858
05,olderAgeGroup,B,1,6,-28.996
05,olderAgeGroup,B,1,7,-22.49
05,olderAgeGroup,B,1,8,-8.13
05,olderAgeGroup,B,1,9,-15.109
05,olderAgeGroup,B,1,10,-18.217
05,olderAgeGroup,B,2,1,-9.01
05,olderAgeGroup,B,2,2,-13.17
05,olderAgeGroup,B,2,3,-8.995
05,olderAgeGroup,B,2,4,-19.98
05,olderAgeGroup,B,2,5,-19.114
05,olderAgeGroup,B,2,6,-5.255
05,olderAgeGroup,B,2,7,-7.184
05,olderAgeGroup,B,2,8,-6.531
05,olderAgeGroup,B,2,9,2.632
05,olderAgeGroup,B,2,10,-4.694
05,olderAgeGroup,B,3,1,-17.515
05,olderAgeGroup,B,3,2,-23.499
05,olderAgeGroup,B,3,3,-23.8
05,olderAgeGroup,B,3,4,-23.813
05,olderAgeGroup,B,3,5,-13.031
05,olderAgeGroup,B,3,6,-15.66
05,olderAgeGroup,B,3,7,-3.654
05,olderAgeGroup,B,3,8,-5.748
05,olderAgeGroup,B,3,9,-11.134
05,olderAgeGroup,B,3,10,-16.862
05,olderAgeGroup,B,4,1,-15.72
05,olderAgeGroup,B,4,2,-8.059
05,olderAgeGroup,B,4,3,-8.335
05,olderAgeGroup,B,4,4,-20.253
05,olderAgeGroup,B,4,5,-14.692
05,olderAgeGroup,B,4,6,-7.208
05,olderAgeGroup,B,4,7,-1.529
05,olderAgeGroup,B,4,8,-9.677
05,olderAgeGroup,B,4,9,-2.629
05,olderAgeGroup,B,4,10,-7.366
05,olderAgeGroup,B,5,1,-9.195
05,olderAgeGroup,B,5,2,-3.937
05,olderAgeGroup,B,5,3,-6.476
05,olderAgeGroup,B,5,4,-10.757
05,olderAgeGroup,B,5,5,1.815
05,olderAgeGroup,B,5,6,1.335
05,olderAgeGroup,B,5,7,14.761
05,olderAgeGroup,B,5,8,-6.849
05,olderAgeGroup,B,5,9,9.297
05,olderAgeGroup,B,5,10,7.302
05,olderAgeGroup,A,1,1,-27.119
05,olderAgeGroup,A,1,2,-24.116
05,olderAgeGroup,A,1,3,-24.991
05,olderAgeGroup,A,1,4,-30.14
05,olderAgeGroup,A,1,5,-31.745
05,olderAgeGroup,A,1,6,-27.919
05,olderAgeGroup,A,1,7,-21.731
05,olderAgeGroup,A,1,8,-21.277
05,olderAgeGroup,A,1,9,-16.974
05,olderAgeGroup,A,1,10,-21.809
05,olderAgeGroup,A,2,1,-7.697
05,olderAgeGroup,A,2,2,-4.915
05,olderAgeGroup,A,2,3,-5.957
05,olderAgeGroup,A,2,4,7.65
05,olderAgeGroup,A,2,5,-19.748
05,olderAgeGroup,A,2,6,-0.998
05,olderAgeGroup,A,2,7,-6.958
05,olderAgeGroup,A,2,8,-7.622
05,olderAgeGroup,A,2,9,-8.359
05,olderAgeGroup,A,2,10,5.187
05,olderAgeGroup,A,3,1,-30.267
05,olderAgeGroup,A,3,2,-22.159
05,olderAgeGroup,A,3,3,-7.77
05,olderAgeGroup,A,3,4,-20.709
05,olderAgeGroup,A,3,5,-5.18
05,olderAgeGroup,A,3,6,-13.093
05,olderAgeGroup,A,3,7,-0.08
05,olderAgeGroup,A,3,8,-4.362
05,olderAgeGroup,A,3,9,-6.507
05,olderAgeGroup,A,3,10,-6.945
05,olderAgeGroup,A,4,1,-9.801
05,olderAgeGroup,A,4,2,-13.172
05,olderAgeGroup,A,4,3,-15.104
05,olderAgeGroup,A,4,4,-6.201
05,olderAgeGroup,A,4,5,-7.349
05,olderAgeGroup,A,4,6,-8.658
05,olderAgeGroup,A,4,7,-5.471
05,olderAgeGroup,A,4,8,-4.078
05,olderAgeGroup,A,4,9,1.782
05,olderAgeGroup,A,4,10,-3.688
05,olderAgeGroup,A,5,1,-12.077
05,olderAgeGroup,A,5,2,-12.374
05,olderAgeGroup,A,5,3,0.945
05,olderAgeGroup,A,5,4,-4.516
05,olderAgeGroup,A,5,5,-7.241
05,olderAgeGroup,A,5,6,-5.372
05,olderAgeGroup,A,5,7,-2.107
05,olderAgeGroup,A,5,8,-3.738
05,olderAgeGroup,A,5,9,4.23
05,olderAgeGroup,A,5,10,11.876
06,youngerAgeGroup,B,1,1,-17.124
06,youngerAgeGroup,B,1,2,-7.421
06,youngerAgeGroup,B,1,3,-9.506
06,youngerAgeGroup,B,1,4,-14.959
06,youngerAgeGroup,B,1,5,3.201
06,youngerAgeGroup,B,1,6,-1.904
06,youngerAgeGroup,B,1,7,1.029
06,youngerAgeGroup,B,1,8,-14.387
06,youngerAgeGroup,B,1,9,-6.755
06,youngerAgeGroup,B,1,10,-1.932
06,youngerAgeGroup,B,2,1,1.587
06,youngerAgeGroup,B,2,2,16.138
06,youngerAgeGroup,B,2,3,12.462
06,youngerAgeGroup,B,2,4,23.127
06,youngerAgeGroup,B,2,5,4.141
06,youngerAgeGroup,B,2,6,17.527
06,youngerAgeGroup,B,2,7,20.914
06,youngerAgeGroup,B,2,8,13.578
06,youngerAgeGroup,B,2,9,18.601
06,youngerAgeGroup,B,2,10,21.209
06,youngerAgeGroup,B,3,1,2.297
06,youngerAgeGroup,B,3,2,-2.278
06,youngerAgeGroup,B,3,3,0.606
06,youngerAgeGroup,B,3,4,3.979
06,youngerAgeGroup,B,3,5,-4.837
06,youngerAgeGroup,B,3,6,7.495
06,youngerAgeGroup,B,3,7,16.813
06,youngerAgeGroup,B,3,8,2.432
06,youngerAgeGroup,B,3,9,1.208
06,youngerAgeGroup,B,3,10,6.667
06,youngerAgeGroup,B,4,1,-5.828
06,youngerAgeGroup,B,4,2,17.176
06,youngerAgeGroup,B,4,3,5.505
06,youngerAgeGroup,B,4,4,17.432
06,youngerAgeGroup,B,4,5,9.149
06,youngerAgeGroup,B,4,6,17.116
06,youngerAgeGroup,B,4,7,14.59
06,youngerAgeGroup,B,4,8,3.85
06,youngerAgeGroup,B,4,9,20.754
06,youngerAgeGroup,B,4,10,17.757
06,youngerAgeGroup,B,5,1,8.431
06,youngerAgeGroup,B,5,2,16.176
06,youngerAgeGroup,B,5,3,21.903
06,youngerAgeGroup,B,5,4,16.3
06,youngerAgeGroup,B,5,5,27.32
06,youngerAgeGroup,B,5,6,13.555
06,youngerAgeGroup,B,5,7,18.058
06,youngerAgeGroup,B,5,8,26.536
06,youngerAgeGroup,B,5,9,14.12
06,youngerAgeGroup,B,5,10,18.329
06,youngerAgeGroup,A,1,1,-16.799
06,youngerAgeGroup,A,1,2,-16.754
06,youngerAgeGroup,A,1,3,-8.416
06,youngerAgeGroup,A,1,4,-13.588
06,youngerAgeGroup,A,1,5,-0.249
06,youngerAgeGroup,A,1,6,-1.373
06,youngerAgeGroup,A,1,7,-2.284
06,youngerAgeGroup,A,1,8,10.306
06,youngerAgeGroup,A,1,9,8.213
06,youngerAgeGroup,A,1,10,-0.16
06,youngerAgeGroup,A,2,1,16.68
06,youngerAgeGroup,A,2,2,5.269
06,youngerAgeGroup,A,2,3,11.339
06,youngerAgeGroup,A,2,4,8.42
06,youngerAgeGroup,A,2,5,16.178
06,youngerAgeGroup,A,2,6,21.186
06,youngerAgeGroup,A,2,7,10.812
06,youngerAgeGroup,A,2,8,24.151
06,youngerAgeGroup,A,2,9,15.937
06,youngerAgeGroup,A,2,10,19.789
06,youngerAgeGroup,A,3,1,-5.951
06,youngerAgeGroup,A,3,2,-2.328
06,youngerAgeGroup,A,3,3,3.663
06,youngerAgeGroup,A,3,4,-4.383
06,youngerAgeGroup,A,3,5,-3.513
06,youngerAgeGroup,A,3,6,2.608
06,youngerAgeGroup,A,3,7,18.767
06,youngerAgeGroup,A,3,8,18.668
06,youngerAgeGroup,A,3,9,7.953
06,youngerAgeGroup,A,3,10,16.537
06,youngerAgeGroup,A,4,1,4.049
06,youngerAgeGroup,A,4,2,-1.15
06,youngerAgeGroup,A,4,3,19.581
06,youngerAgeGroup,A,4,4,19.553
06,youngerAgeGroup,A,4,5,10.409
06,youngerAgeGroup,A,4,6,18.993
06,youngerAgeGroup,A,4,7,9.878
06,youngerAgeGroup,A,4,8,29.099
06,youngerAgeGroup,A,4,9,15.395
06,youngerAgeGroup,A,4,10,14.998
06,youngerAgeGroup,A,5,1,9.296
06,youngerAgeGroup,A,5,2,13.21
06,youngerAgeGroup,A,5,3,15.618
06,youngerAgeGroup,A,5,4,7.94
06,youngerAgeGroup,A,5,5,5.278
06,youngerAgeGroup,A,5,6,11.717
06,youngerAgeGroup,A,5,7,14.119
06,youngerAgeGroup,A,5,8,17.461
06,youngerAgeGroup,A,5,9,21.26
06,youngerAgeGroup,A,5,10,22.235
07,olderAgeGroup,B,1,1,-28.43
07,olderAgeGroup,B,1,2,-16.843
07,olderAgeGroup,B,1,3,-19.768
07,olderAgeGroup,B,1,4,-22.314
07,olderAgeGroup,B,1,5,-5.132
07,olderAgeGroup,B,1,6,-14.344
07,olderAgeGroup,B,1,7,-19.206
07,olderAgeGroup,B,1,8,-9.457
07,olderAgeGroup,B,1,9,-14.785
07,olderAgeGroup,B,1,10,-10.304
07,olderAgeGroup,B,2,1,-15.45
07,olderAgeGroup,B,2,2,-2.388
07,olderAgeGroup,B,2,3,-6.657
07,olderAgeGroup,B,2,4,1.39
07,olderAgeGroup,B,2,5,-1.839
07,olderAgeGroup,B,2,6,-9.924
07,olderAgeGroup,B,2,7,2.683
07,olderAgeGroup,B,2,8,7.644
07,olderAgeGroup,B,2,9,7.908
07,olderAgeGroup,B,2,10,9.308
07,olderAgeGroup,B,3,1,-19.05
07,olderAgeGroup,B,3,2,-15.772
07,olderAgeGroup,B,3,3,-14.465
07,olderAgeGroup,B,3,4,-3.717
07,olderAgeGroup,B,3,5,-14.751
07,olderAgeGroup,B,3,6,-8.993
07,olderAgeGroup,B,3,7,-11.644
07,olderAgeGroup,B,3,8,-12.082
07,olderAgeGroup,B,3,9,-7.922
07,olderAgeGroup,B,3,10,-3.777
07,olderAgeGroup,B,4,1,-3.891
07,olderAgeGroup,B,4,2,-15.041
07,olderAgeGroup,B,4,3,-9.881
07,olderAgeGroup,B,4,4,-9.4
07,olderAgeGroup,B,4,5,-19.544
07,olderAgeGroup,B,4,6,6.02
07,olderAgeGroup,B,4,7,-0.991
