SUBJECTID,age,emotion,ACTOR,presentNumber,meanAmpNC
03,youngerAgeGroup,A,5,5,18.562
03,youngerAgeGroup,A,5,6,11.017
03,youngerAgeGroup,A,5,7,24.056
03,youngerAgeGroup,A,5,8,14.078
03,youngerAgeGroup,A,5,9,12.599
03,youngerAgeGroup,A,5,10,29.157
04,youngerAgeGroup,B,1,1,-29.695
04,youngerAgeGroup,B,1,2,-26.636
04,youngerAgeGroup,B,1,3,-15.046
04,youngerAgeGroup,B,1,4,-18.703
04,youngerAgeGroup,B,1,5,-18.839
04,youngerAgeGroup,B,1,6,-13.322
04,youngerAgeGroup,B,1,7,-10.384
04,youngerAgeGroup,B,1,8,-24.3
04,youngerAgeGroup,B,1,9,-12.317
04,youngerAgeGroup,B,1,10,-13.588
04,youngerAgeGroup,B,2,1,-16.28
04,youngerAgeGroup,B,2,2,-11.226
04,youngerAgeGroup,B,2,3,-15.365
04,youngerAgeGroup,B,2,4,-17.786
04,youngerAgeGroup,B,2,5,-15.312
04,youngerAgeGroup,B,2,6,-2.084
04,youngerAgeGroup,B,2,7,-9.865
04,youngerAgeGroup,B,2,8,-12.9
04,youngerAgeGroup,B,2,9,-5.563
04,youngerAgeGroup,B,2,10,-3.768
04,youngerAgeGroup,B,3,1,-6.416
04,youngerAgeGroup,B,3,2,-5.495
04,youngerAgeGroup,B,3,3,-12.319
04,youngerAgeGroup,B,3,4,-11.141
04,youngerAgeGroup,B,3,5,-5.569
04,youngerAgeGroup,B,3,6,-16.754
04,youngerAgeGroup,B,3,7,5.01
04,youngerAgeGroup,B,3,8,2.468
04,youngerAgeGroup,B,3,9,4.944
04,youngerAgeGroup,B,3,10,-5.111
04,youngerAgeGroup,B,4,1,-26.248
04,youngerAgeGroup,B,4,2,0.116
04,youngerAgeGroup,B,4,3,-13.494
04,youngerAgeGroup,B,4,4,0.123
04,youngerAgeGroup,B,4,5,-4.076
04,youngerAgeGroup,B,4,6,3.824
04,youngerAgeGroup,B,4,7,-8.937
04,youngerAgeGroup,B,4,8,3.289
04,youngerAgeGroup,B,4,9,-0.235
04,youngerAgeGroup,B,4,10,-6.4
04,youngerAgeGroup,B,5,1,-10.244
04,youngerAgeGroup,B,5,2,4.651
04,youngerAgeGroup,B,5,3,-8.168
04,youngerAgeGroup,B,5,4,-8.418
04,youngerAgeGroup,B,5,5,1.006
04,youngerAgeGroup,B,5,6,2.94
04,youngerAgeGroup,B,5,7,11.498
04,youngerAgeGroup,B,5,8,-3.867
04,youngerAgeGroup,B,5,9,14.633
04,youngerAgeGroup,B,5,10,16.069
04,youngerAgeGroup,A,1,1,-25.996
04,youngerAgeGroup,A,1,2,-25.283
04,youngerAgeGroup,A,1,3,-27.294
04,youngerAgeGroup,A,1,4,-19.032
04,youngerAgeGroup,A,1,5,-16.109
04,youngerAgeGroup,A,1,6,-13.696
04,youngerAgeGroup,A,1,7,-11.786
04,youngerAgeGroup,A,1,8,-9.464
04,youngerAgeGroup,A,1,9,-17.026
04,youngerAgeGroup,A,1,10,-11.201
04,youngerAgeGroup,A,2,1,-14.891
04,youngerAgeGroup,A,2,2,-15.323
04,youngerAgeGroup,A,2,3,-13.058
04,youngerAgeGroup,A,2,4,-4.978
04,youngerAgeGroup,A,2,5,-7.499
04,youngerAgeGroup,A,2,6,-9.464
04,youngerAgeGroup,A,2,7,-15.669
04,youngerAgeGroup,A,2,8,9.461
04,youngerAgeGroup,A,2,9,-6.136
04,youngerAgeGroup,A,2,10,1.974
04,youngerAgeGroup,A,3,1,-7.858
04,youngerAgeGroup,A,3,2,-3.747
04,youngerAgeGroup,A,3,3,-3.259
04,youngerAgeGroup,A,3,4,5.002
04,youngerAgeGroup,A,3,5,-2.162
04,youngerAgeGroup,A,3,6,-1.424
04,youngerAgeGroup,A,3,7,-1.097
04,youngerAgeGroup,A,3,8,4.385
04,youngerAgeGroup,A,3,9,3.778
04,youngerAgeGroup,A,3,10,5.199
04,youngerAgeGroup,A,4,1,-19.726
04,youngerAgeGroup,A,4,2,-8.917
04,youngerAgeGroup,A,4,3,-11.173
04,youngerAgeGroup,A,4,4,-10.716
04,youngerAgeGroup,A,4,5,-3.168
04,youngerAgeGroup,A,4,6,-7.612
04,youngerAgeGroup,A,4,7,-11.487
04,youngerAgeGroup,A,4,8,-1.424
04,youngerAgeGroup,A,4,9,-6.579
04,youngerAgeGroup,A,4,10,-0.917
04,youngerAgeGroup,A,5,1,-9.527
04,youngerAgeGroup,A,5,2,6.816
04,youngerAgeGroup,A,5,3,-13.178
04,youngerAgeGroup,A,5,4,4.014
04,youngerAgeGroup,A,5,5,3.393
04,youngerAgeGroup,A,5,6,9.3
04,youngerAgeGroup,A,5,7,1.242
04,youngerAgeGroup,A,5,8,7.718
04,youngerAgeGroup,A,5,9,2.442
04,youngerAgeGroup,A,5,10,4.361
05,youngerAgeGroup,B,1,1,-6.205
05,youngerAgeGroup,B,1,2,-11.139
05,youngerAgeGroup,B,1,3,-4.842
05,youngerAgeGroup,B,1,4,-4.493
05,youngerAgeGroup,B,1,5,-3.623
05,youngerAgeGroup,B,1,6,-2.934
05,youngerAgeGroup,B,1,7,-4.993
05,youngerAgeGroup,B,1,8,3.037
05,youngerAgeGroup,B,1,9,-7.747
05,youngerAgeGroup,B,1,10,2.541
05,youngerAgeGroup,B,2,1,-5.362
05,youngerAgeGroup,B,2,2,2.4
05,youngerAgeGroup,B,2,3,0.463
05,youngerAgeGroup,B,2,4,5.493
05,youngerAgeGroup,B,2,5,12.796
05,youngerAgeGroup,B,2,6,15.252
05,youngerAgeGroup,B,2,7,14.346
05,youngerAgeGroup,B,2,8,8.325
05,youngerAgeGroup,B,2,9,16.872
05,youngerAgeGroup,B,2,10,21.158
05,youngerAgeGroup,B,3,1,-2.164
05,youngerAgeGroup,B,3,2,7.385
05,youngerAgeGroup,B,3,3,9.936
05,youngerAgeGroup,B,3,4,10.267
05,youngerAgeGroup,B,3,5,9.11
05,youngerAgeGroup,B,3,6,8.737
05,youngerAgeGroup,B,3,7,15.389
05,youngerAgeGroup,B,3,8,8.877
05,youngerAgeGroup,B,3,9,20.493
05,youngerAgeGroup,B,3,10,13.253
05,youngerAgeGroup,B,4,1,4.589
05,youngerAgeGroup,B,4,2,3.852
05,youngerAgeGroup,B,4,3,-2.434
05,youngerAgeGroup,B,4,4,0.792
05,youngerAgeGroup,B,4,5,11.098
05,youngerAgeGroup,B,4,6,8.551
05,youngerAgeGroup,B,4,7,14.835
05,youngerAgeGroup,B,4,8,15.707
05,youngerAgeGroup,B,4,9,27.679
05,youngerAgeGroup,B,4,10,18.121
05,youngerAgeGroup,B,5,1,2.729
05,youngerAgeGroup,B,5,2,16.499
05,youngerAgeGroup,B,5,3,10.575
05,youngerAgeGroup,B,5,4,15.478
05,youngerAgeGroup,B,5,5,14.448
05,youngerAgeGroup,B,5,6,13.179
05,youngerAgeGroup,B,5,7,8.616
05,youngerAgeGroup,B,5,8,20.998
05,youngerAgeGroup,B,5,9,19.069
05,youngerAgeGroup,B,5,10,19.064
05,youngerAgeGroup,A,1,1,-15.071
05,youngerAgeGroup,A,1,2,0.842
05,youngerAgeGroup,A,1,3,-8.533
05,youngerAgeGroup,A,1,4,-3.69
05,youngerAgeGroup,A,1,5,-7.774
05,youngerAgeGroup,A,1,6,-0.876
05,youngerAgeGroup,A,1,7,-11.91
05,youngerAgeGroup,A,1,8,8.009
05,youngerAgeGroup,A,1,9,-5.118
05,youngerAgeGroup,A,1,10,8.552
05,youngerAgeGroup,A,2,1,4.133
05,youngerAgeGroup,A,2,2,-1.071
05,youngerAgeGroup,A,2,3,5.712
05,youngerAgeGroup,A,2,4,-0.131
05,youngerAgeGroup,A,2,5,19.975
05,youngerAgeGroup,A,2,6,1.985
05,youngerAgeGroup,A,2,7,2.038
05,youngerAgeGroup,A,2,8,9.766
05,youngerAgeGroup,A,2,9,3.005
05,youngerAgeGroup,A,2,10,21.959
05,youngerAgeGroup,A,3,1,9.161
05,youngerAgeGroup,A,3,2,0.832
05,youngerAgeGroup,A,3,3,5.491
05,youngerAgeGroup,A,3,4,4.198
05,youngerAgeGroup,A,3,5,6.97
05,youngerAgeGroup,A,3,6,12.381
05,youngerAgeGroup,A,3,7,5.061
05,youngerAgeGroup,A,3,8,10.229
05,youngerAgeGroup,A,3,9,14.805
05,youngerAgeGroup,A,3,10,10.439
05,youngerAgeGroup,A,4,1,9.453
05,youngerAgeGroup,A,4,2,1.576
05,youngerAgeGroup,A,4,3,12.964
05,youngerAgeGroup,A,4,4,11.272
05,youngerAgeGroup,A,4,5,4.146
05,youngerAgeGroup,A,4,6,5.244
05,youngerAgeGroup,A,4,7,6.76
05,youngerAgeGroup,A,4,8,9.893
05,youngerAgeGroup,A,4,9,21.174
05,youngerAgeGroup,A,4,10,23.572
05,youngerAgeGroup,A,5,1,12.233
05,youngerAgeGroup,A,5,2,8.014
05,youngerAgeGroup,A,5,3,15.943
05,youngerAgeGroup,A,5,4,20.044
05,youngerAgeGroup,A,5,5,25.353
05,youngerAgeGroup,A,5,6,13.887
05,youngerAgeGroup,A,5,7,18.254
05,youngerAgeGroup,A,5,8,24.931
05,youngerAgeGroup,A,5,9,9.686
05,youngerAgeGroup,A,5,10,17.358
06,olderAgeGroup,B,1,1,-31.633
06,olderAgeGroup,B,1,2,-33.176
06,olderAgeGroup,B,1,3,-22.363
06,olderAgeGroup,B,1,4,-29.14
06,olderAgeGroup,B,1,5,-18.594
06,olderAgeGroup,B,1,6,-23.538
06,olderAgeGroup,B,1,7,-25.218
06,olderAgeGroup,B,1,8,-28.345
06,olderAgeGroup,B,1,9,-33.745
06,olderAgeGroup,B,1,10,-28.827
06,olderAgeGroup,B,2,1,-21.089
06,olderAgeGroup,B,2,2,-25.375
06,olderAgeGroup,B,2,3,-14.722
06,olderAgeGroup,B,2,4,-20.918
06,olderAgeGroup,B,2,5,-25.465
06,olderAgeGroup,B,2,6,-6.803
06,olderAgeGroup,B,2,7,-10.128
06,olderAgeGroup,B,2,8,-4.111
06,olderAgeGroup,B,2,9,-21.651
06,olderAgeGroup,B,2,10,-9.369
06,olderAgeGroup,B,3,1,-18.88
06,olderAgeGroup,B,3,2,-14.202
06,olderAgeGroup,B,3,3,-24.169
06,olderAgeGroup,B,3,4,-21.163
06,olderAgeGroup,B,3,5,-17.336
06,olderAgeGroup,B,3,6,-6.33
06,olderAgeGroup,B,3,7,-5.793
06,olderAgeGroup,B,3,8,-12.631
06,olderAgeGroup,B,3,9,-12.14
06,olderAgeGroup,B,3,10,-2.179
06,olderAgeGroup,B,4,1,-18.969
06,olderAgeGroup,B,4,2,-8.742
06,olderAgeGroup,B,4,3,-24.886
06,olderAgeGroup,B,4,4,-18.261
06,olderAgeGroup,B,4,5,-12.268
06,olderAgeGroup,B,4,6,-8.225
06,olderAgeGroup,B,4,7,-1.46
06,olderAgeGroup,B,4,8,-19.201
06,olderAgeGroup,B,4,9,6.164
06,olderAgeGroup,B,4,10,-4.028
06,olderAgeGroup,B,5,1,-16.75
06,olderAgeGroup,B,5,2,-13.102
06,olderAgeGroup,B,5,3,-10.988
06,olderAgeGroup,B,5,4,-14.831
06,olderAgeGroup,B,5,5,-14.44
06,olderAgeGroup,B,5,6,-11.935
06,olderAgeGroup,B,5,7,0.824
06,olderAgeGroup,B,5,8,-4.043
06,olderAgeGroup,B,5,9,-4.891
06,olderAgeGroup,B,5,10,-3.076
06,olderAgeGroup,A,1,1,-34.611
06,olderAgeGroup,A,1,2,-27.392
06,olderAgeGroup,A,1,3,-24.74
06,olderAgeGroup,A,1,4,-30.084
06,olderAgeGroup,A,1,5,-30.735
06,olderAgeGroup,A,1,6,-29.41
06,olderAgeGroup,A,1,7,-20.302
06,olderAgeGroup,A,1,8,-26.796
06,olderAgeGroup,A,1,9,-7.097
06,olderAgeGroup,A,1,10,-16.299
06,olderAgeGroup,A,2,1,-28.857
06,olderAgeGroup,A,2,2,-33.864
06,olderAgeGroup,A,2,3,-22.205
06,olderAgeGroup,A,2,4,-22.807
06,olderAgeGroup,A,2,5,-23.775
06,olderAgeGroup,A,2,6,-17.39
06,olderAgeGroup,A,2,7,-22.763
06,olderAgeGroup,A,2,8,-11.734
06,olderAgeGroup,A,2,9,-13.186
06,olderAgeGroup,A,2,10,-6.24
06,olderAgeGroup,A,3,1,-14.111
06,olderAgeGroup,A,3,2,-25.371
06,olderAgeGroup,A,3,3,-13.449
06,olderAgeGroup,A,3,4,-19.129
06,olderAgeGroup,A,3,5,-10.978
06,olderAgeGroup,A,3,6,-8.982
06,olderAgeGroup,A,3,7,-11.262
06,olderAgeGroup,A,3,8,-14.039
06,olderAgeGroup,A,3,9,-6.542
06,olderAgeGroup,A,3,10,6.177
06,olderAgeGroup,A,4,1,-16.249
06,olderAgeGroup,A,4,2,-19.762
06,olderAgeGroup,A,4,3,-12.004
06,olderAgeGroup,A,4,4,-24.917
06,olderAgeGroup,A,4,5,-14.23
06,olderAgeGroup,A,4,6,-3.637
06,olderAgeGroup,A,4,7,-17.62
06,olderAgeGroup,A,4,8,-4.169
06,olderAgeGroup,A,4,9,-3.303
06,olderAgeGroup,A,4,10,-12.205
06,olderAgeGroup,A,5,1,-9.724
06,olderAgeGroup,A,5,2,-4.602
06,olderAgeGroup,A,5,3,-18.227
06,olderAgeGroup,A,5,4,-5.084
06,olderAgeGroup,A,5,5,-13.448
06,olderAgeGroup,A,5,6,-11.841
06,olderAgeGroup,A,5,7,-0.921
06,olderAgeGroup,A,5,8,4.047
06,olderAgeGroup,A,5,9,-3.408
06,olderAgeGroup,A,5,10,8.812
07,olderAgeGroup,B,1,1,-24.367
07,olderAgeGroup,B,1,2,-31.411
07,olderAgeGroup,B,1,3,-26.843
07,olderAgeGroup,B,1,4,-24.308
07,olderAgeGroup,B,1,5,-28.976
07,olderAgeGroup,B,1,6,-20.747
07,olderAgeGroup,B,1,7,-24.532
07,olderAgeGroup,B,1,8,-23.895
07,olderAgeGroup,B,1,9,-14.22
07,olderAgeGroup,B,1,10,-33.177
07,olderAgeGroup,B,2,1,-23.978
07,olderAgeGroup,B,2,2,-25.868
07,olderAgeGroup,B,2,3,-16.571
07,olderAgeGroup,B,2,4,-26.595
07,olderAgeGroup,B,2,5,-18.242
07,olderAgeGroup,B,2,6,-11.225
07,olderAgeGroup,B,2,7,-8.625
07,olderAgeGroup,B,2,8,-6.727
07,olderAgeGroup,B,2,9,-10.49
07,olderAgeGroup,B,2,10,-7.972
07,olderAgeGroup,B,3,1,-18.484
07,olderAgeGroup,B,3,2,-15.127
07,olderAgeGroup,B,3,3,-13.676
